ABUS-US,ACST-CA,ADVZ-CA,AEZS-CA,AKU-CA,APS-CA,AQS-CA,ARCH-CA,ASG-CA,ASP-CA,ATE-CA,AUP-CA,BCT-CA,BHC-US,BLU-CA,BNKL-US,BTI-CA,CHH-CA,CORV-CA,COV-CA,CPH-CA,CRDL-CA,CRH-CA,CTTH-US,CTX-CA,CZO-CA,DR-CA,EBM-CA,EDT-CA,EPI-CA,ETBI-US,FRX-CA,GSD-CA,GTMS-CA,GUD-CA,HBP-CA,HLS-CA,HSDT-US,HTL-CA,ICO-CA,IDL-CA,IGXT-US,IMV-CA,IN-CA,IPA-CA,JWEL-CA,KLY-CA,KNE-CA,LMNL-CA,MDNA-CA,MDP-CA,MDX-CA,MIMI-CA,MIR-CA,MIST-US,MPH-CA,NGEN-CA,NRI-CA,NSHS-CA,NVCN-CA,NVLNF-US,ONCY-USA,OPS-CA,PMN-CA,PRN-CA,PTQ-CA,QPT-CA,RVX-CA,RX-CA,SBM-CA,SQD-CA,SVA-CA,TBP-CA,TH-CA,TLT-CA,TMD-CA,VBIV-US,VMD-CA,XENE-US,ZYME-US
Vanguard Total Stock Market Index Fund,Fidelity Nasdaq Composite Index Fund,American High Income Trust,iShares Tr. - Micro Cap ETF,CIBC Canadian Small Cap Fund,Polar Capital Funds Plc - Healthcare Opportunities Fund,#N/A,#N/A,#N/A,#N/A,#N/A,Fidelity Select Port. - Biotechnology Portfolio,#N/A,Fidelity Canadian Growth Company Fund,Fidelity Advisor Series VII - Biotechnology Fund,#N/A,#N/A,#N/A,Clough Global Opportunities Fund,#N/A,Taylor North American Equity Opportunities Fund,AdvisorShares Trust - Pure Cannabis ETF,Canada Pension Plan,#N/A,#N/A,#N/A,Canada Pension Plan,#N/A,#N/A,Eventide Healthcare & Life Sciences Fund,#N/A,Eventide Healthcare & Life Sciences Fund,#N/A,Purpose Global Innovators Fund,IA Clarington Canadian Small Cap Fund,#N/A,Mawer New Canada Fund,Vanguard Total Stock Market Index Fund,Pender Small Cap Opportunities Fund,#N/A,#N/A,#N/A,Asperior Investment Funds - LF Ruffer Absolute Return Fund,Horizons Medical Marijuana Life Sciences ETF,#N/A,Mackenzie Canadian Growth Fund,#N/A,#N/A,New Zealand Superannuation Fund,#N/A,Goodwood Capital Fund,#N/A,First Asset JFT Strategies Fund,#N/A,Invesco Health Care Fund,Pender Small Cap Opportunities Fund,#N/A,#N/A,#N/A,American Funds Small Cap World Fund,EdgePoint Canadian Portfolio,"Vifag 2002, SICAV",Fidelity True North Fund,Exemplar Growth & Income Fund,Fidelity True North Fund,Purpose Canadian Equity Growth Fund,#N/A,#N/A,Cambridge Pure Canadian Equity Fund,#N/A,#N/A,GFA International Fund,Horizons Medical Marijuana Life Sciences ETF,Caisse de Depot & Placement du Quebec,#N/A,iShares S&P/TSX Small Cap Index ETF,iShares Russell 2000 ETF,Fidelity Small Cap Stock Fund,American Funds Small Cap World Fund,Fidelity Canadian Growth Company Fund
PRIMECAP Odyssey Aggressive Growth Fund,Alma Capital Invt. Fds. - Apis Global Long/Short Equity Fund,American Funds Income Fund of America,Fidelity Nasdaq Composite Index Fund,Canoe Asset Allocation Class,Polar Capital Funds Plc - Biotechnology Fund,,,,,,Stichting Pensioenfonds ABP (Global Equity Portfolio),,Vanguard Total International Stock Index Fund,Polar Capital Funds Plc - Healthcare Opportunities Fund,,,,Fidelity Nasdaq Composite Index Fund,,Voya Multi Manager International Small Cap Fund,I.B.I. MEHAKA (4D) Solactive North American Cann. USD - Hedged,Beutel Goodman Small Cap Fund,,,,Stichting Pensioenfonds ABP (Global Equity Portfolio),,,Catalyst Eventide Gilead Fund,,USAA Small Cap Stock Fund,,Empire Life Emblem Growth Portfolio,EdgePoint Canadian Portfolio,,Highland Fds. I - Long/Short Healthcare Fund,Vanguard Extended Market Index Fund,NCM Entrepreneurs Class,,,,LF Ruffer Investment Funds - Total Return Fund,,,Mackenzie Canadian Growth Balanced Fund,,,"Vifag 2002, SICAV",,Pender Small Cap Opportunities Fund,,,,T Rowe Price New Horizons Fund,Pender Value Fund,,,,Fidelity Nasdaq Composite Index Fund,Edgepoint Canadian Growth & Income Portfolio,,Caisse de Depot & Placement du Quebec,,First Asset JFT Strategies Fund,,,,Fidelity Small Cap Stock Fund,,,,HANetf ICAV - Medical Cannabis & Wellness UCITS ETF,CREF Stock Account,,,Vanguard Extended Market Index Fund,Wasatch Micro Cap Value Fund,Eventide Healthcare & Life Sciences Fund,Fidelity Select Port. - Health Care Portfolio
Government Pension Fund - Global (The),,JPMorgan High Yield Fund,1290 VT Micro Cap Portfolio,Renaissance Canadian Small Cap Fund,Biotech Growth Trust Plc (The),,,,,,iShares NASDAQ Biotechnology ETF,,Fidelity Special Situations Fund,Fidelity Select Port. - Health Care Portfolio,,,,,,,Cannabis Growth Fund,DFA Canadian Small Company Series,,,,DFA International Core Equity Portfolio,,,,,AMG Managers Cadence Emerging Companies Fund,,Empire Life Emblem Moderate Growth Portfolio,Janus Henderson Venture Fund,,BMO Enterprise Fund,Fidelity Extended Market Index Fund,SEI Investments - Canadian Equity Fund,,,,Fidelity True North Fund,,,Mawer New Canada Fund,,,,,,,,,Tekla Healthcare Investors,,,,,,,,Fidelity Canadian Opportunities Fund,,Royce Micro Cap Fund,,,,Grandeur Peak International Opportunities Fund,,,,ws-hc Fonds - Hanf Industrie Aktien Global,iShares S&P/TSX Small Cap Index ETF,,,FCP Medical - BioHealth,MDPIM Canadian Equity Pool,HBM Healthcare Investments,Polar Capital Funds Plc - Healthcare Opportunities Fund
iShares Tr. - Micro Cap ETF,,JPMorgan Investment Funds - Global Income Fund,,Canoe Equity Class,Man Funds VI Plc - Man European Equity Alternative,,,,,,FTIF SICAV - Biotechnology Discovery Fund,,Government Pension Fund - Global (The),Polar Capital Funds Plc - Biotechnology Fund,,,,,,,I.B.I. Mehaka (4D) Solactive North American Cannabis,Royce Micro Cap Trust,,,,DFA Canadian Small Company Series,,,,,iShares Tr. - Micro Cap ETF,,Empire Life Emblem Balanced Portfolio,London Life Mid Cap Canada Fund (GWLIM),,HSBC Small Cap Growth Fund,Schwab Total Stock Market Index Fund,NCM Norrep Fund,,,,Ruffer SICAV - Total Return International,,,Sentry Canadian Income Fund,,,,,,,,,Tekla Life Sciences Investors,,,,,,,,NBI Quebec Growth Fund,,Royce Smaller Companies Growth Fund,,,,Manulife Dividend Income Plus Fund,,,,Global X Cannabis ETF,iShares Tr. - Core MSCI Total International Stock ETF,,,General American Investors Fund,MD Equity Fund,Fidelity Series Small Cap Opportunities Fund,Fidelity Select Port. - Biotechnology Portfolio
Fidelity Comwlth. Tr. - Nasdaq Composite Index Tracking Stock,,Ivy Funds - High Income Fund,,CIBC Global Technology Fund,MFM Techinvest Technology Fund,,,,,,Fidelity Strategic Advisers US Total Stock Fund,,Fidelity Canadian Balanced Fund,Fidelity Advisor Health Care Fund,,,,,,,Rize UCITS ICAV - Medical Cannabis & Life SciencesUCITS ETF,IG Beutel Goodman Canadian Small Cap Fund,,,,British Columbia Inv Management Corp.,,,,,AIG Small Cap Fund,,Empire Life Emblem Aggressive Growth Portfolio,Fidelity True North Fund,,BMO Canadian Small Cap Equity Fund,iShares Tr. - Micro Cap ETF,SEI Investments - Canadian Small Company Equity Fund,,,,Jacob Micro Cap Growth Fund,,,British Columbia Inv Management Corp.,,,,,,,,,Invesco Funds - Global Health Care Fund,,,,,,,,NBI Small Cap Fund,,Royce Capital Fund - Micro Cap Portfolio,,,,Grandeur Peak Global Opportunities Fund,,,,Purpose Marijuana Opportunities Fund,SPDR S&P International Small Cap ETF,,,iShares Russell 2000 Growth ETF,Pacific Select Fund - International Small Cap Portfolio,Biotech Growth Trust Plc (The),Fidelity Special Situations Fund
Vanguard Institutional Total Stock Market Index Fund,,JPMorgan Core Plus Bond Fund,,IA Clarington Focused Canadian Equity Class,Xtrackers - MSCI EM Asia Swap UCITS ETF,,,,,,Fidelity Blue Chip Growth Fund,,Fidelity Global Innovators Investment Trust,Fidelity Select Port. - Biotechnology Portfolio,,,,,,,,Adara Smaller Companies Fund,,,,Schwab Fundamental International Small Company Index ETF,,,,,1290 VT Micro Cap Portfolio,,,RBC QUBE Low Volatility Canadian Equity Fund,,BMO Private Canadian Special Equity Portfolio,iShares Core S&P Total US Stock Market ETF,Fidelity Small Cap Stock Fund,,,,GFA International Fund,,,Manulife Dividend Income Fund,,,,,,,,,TD Health Sciences Fund,,,,,,,,IG Fiera Canadian Small Cap Fund,,North Growth Canadian Equity Fund,,,,Grandeur Peak Global Reach Fund,,,,I.B.I. MEHAKA (4D) Solactive North American Cann. USD - Hedged,CI First Asset Morningstar National Bank Quebec Index ETF,,,Fidelity Extended Market Index Fund,"Valentum, FI",Fidelity Advisor Series VII - Biotechnology Fund,Fidelity Global Innovators Investment Trust
Fidelity Nasdaq Composite Index Fund,,American Funds Insurance Series - Asset Allocation Fund,,CI Canadian Small/Mid Cap Fund,iShares S&P/TSX Small Cap Index ETF,,,,,,Franklin Biotechnology Discovery Fund,,Vanguard Developed Markets Index Fund,Fidelity Strategic Advisers US Total Stock Fund,,,,,,,,DFA International Core Equity Portfolio,,,,DFA International Small Cap Value Portfolio,,,,,Meeder Muirfield Fund,,,British Columbia Inv Management Corp.,,MDPIM Canadian Equity Pool,Vanguard Balanced Index Fund (US),Marquis Institutional Canadian Equity Portfolio,,,,First Asset JFT Strategies Fund,,,NBI Small Cap Fund,,,,,,,,,VALIC Company I - Health Sciences Fund,,,,,,,,Exemplar Growth & Income Fund,,Purpose Global Innovators Fund,,,,Lacuna SICAV - Adamant Global Healthcare,,,,I.B.I. Mehaka (4D) Solactive North American Cannabis,Vanguard Investment Series Plc - Global Small Cap Index Fund,,,Fidelity Small Cap Index Fund,Royce Smaller Companies Growth Fund,Driehaus Mutual Funds - Micro Cap Growth Fund,Fidelity Global Innovators Class
DekaLux - BioTech CF/TF,,JPMorgan Income Builder Fund,,Renaissance Global Science & Technology Fund,Fidelity Nasdaq Composite Index Fund,,,,,,Fidelity Small Cap Growth Fund,,Miller Opportunity Trust,Desjardins Quebec Balanced Fund,,,,,,,,Imperial Canadian Equity Pool,,,,Mercer Funds - Non US Core Equity Fund,,,,,Series Portfolios Trust - Weiss Alternative Balanced Risk Fund,,,Edgepoint Canadian Growth & Income Portfolio,,HSBC Canadian Small Cap Equity Pooled Fund,Fidelity Total Market Index Fund,KP International Equity Fund,,,,AI Powered International Equity ETF,,,NBI Canadian Equity Growth Fund,,,,,,,,,Invesco V.I. Health Care Fund,,,,,,,,IG Fiera Canadian Small Cap Class,,Exemplar Growth & Income Fund,,,,Fidelity Small Cap Stock K6 Fund,,,,Rize UCITS ICAV - Medical Cannabis & Life SciencesUCITS ETF,BlackRock Strategic Fds. - Americas Diversified Eq. Abs. Ret.,,,iShares Tr. - Micro Cap ETF,IA Clarington Focused Canadian Equity Class,BNY Mellon Opportunistic Small Cap Fund,Fidelity Advisor Health Care Fund
London Life Smaller Company Fund (Mackenzie),,Nuveen Credit Strategies Income Fund,,IA Clarington North American Opportunities Class,Polar Capital Funds Plc - Healthcare Discovery Fund,,,,,,Biotech Growth Trust Plc (The),,Fidelity Global Innovators Class,Fidelity Series Small Cap Opportunities Fund,,,,,,,,SEI Investments - Canadian Small Company Equity Fund,,,,Old Westbury Small & Mid Cap Strategies Fund,,,,,John Hancock VIT - Total Stock Market Index Trust,,,Invesco S&P/TSX Composite Low Volatility Index ETF,,NEI Canadian Small Cap Equity Fund,Fidelity Series Total Market Index Fund,Empire Life Emblem Growth Portfolio,,,,,,,London Life Dividend Fund (London Capital),,,,,,,,,John Hancock II - Health Sciences Fund,,,,,,,,Fidelity Balanced Income Currency Neutral Private Pool,,PACE Alternative Strategies Investments,,,,Grandeur Peak Global Contrarian Fund,,,,,UBS (CH) Inst. Fund 2 - Equities Global Small Cap Passive II,,,Schwab Small Cap Index Fund,MD Canadian Equity Fund,Fidelity Select Port. - Biotechnology Portfolio,Fidelity Advisor Series VII - Biotechnology Fund
Vanguard Balanced Index Fund (US),,American Funds Insurance Series - High Income Bond Fund,,,Horizons Cdn Insider Index ETF,,,,,,USAA Small Cap Stock Fund,,Fidelity True North Fund,Fidelity VIP - Health Care Portfolio,,,,,,,,DFA Canadian Core Equity Fund,,,,DFA Canadian Core Equity Fund,,,,,,,,DFA Canadian Small Company Series,,Desjardins Canadian Small Cap Equity Fund,1290 VT Micro Cap Portfolio,Empire Life Emblem Moderate Growth Portfolio,,,,,,,iProfile Canadian Equity Pool,,,,,,,,,John Hancock VIT - Health Sciences Trust,,,,,,,,,,Royce Micro Cap Trust,,,,,,,,,Vanguard MSCI International Small Companies Index ETF,,,Fidelity Total Market Index Fund,Acadian Global Small Cap Equity CIT Fund,CI Global Health Sciences Corporate Class,HBM Healthcare Investments
GWL Smaller Company Fund 6.03M,,Lincoln VIP - JPMorgan High Yield Fund,,,BlackRock Strategic Fds. - Americas Diversified Eq. Abs. Ret.,,,,,,AST Fidelity Institutional AMSM Quantitative,,BlackRock High Yield Bond Portfolio,Strategic Advisers Core Fund,,,,,,,,iShares S&P/TSX Small Cap Index ETF,,,,Schwab Fundamental International Small Company Index Fund,,,,,,,,Scotia Private Canadian Small Cap Pool,,Mawer Tax Effective Balanced Fund,Vanguard Invt. Fds. ICVC - US Equity Index Fund,"Acapital Fertility & Genomics, FI",,,,,,,London Life Mid Cap Canada Fund (GWLIM),,,,,,,,,EQ/T Rowe Price Health Sciences Portfolio,,,,,,,,,,,,,,,,,,,Royce Micro Cap Trust,,,APO Medical Opportunities,Lacuna SICAV - Adamant Global Healthcare,BNY Mellon Small Cap Multi Strategy Fund,Franklin Biotechnology Discovery Fund
SPDR S&P International Small Cap ETF,,American Funds Capital World Bond Fund,,,"Esfera III, FI - Jores",,,,,,Allianz Biotechnologie,,Canada Pension Plan,Destinations Multi Strategy Alternatives Fund,,,,,,,,British Columbia Inv Management Corp.,,,,PF International Small Cap Fund,,,,,,,,Canadian Equity Small Cap Pool,,IA Canadian Equity Small Cap,Vanguard Total Stock Market Index Trust,Empire Life Emblem Balanced Portfolio,,,,,,,Phillips Hager & North Canadian Equity Underlying Fund,,,,,,,,,Fidelity Nasdaq Composite Index Fund,,,,,,,,,,,,,,,,,,,Fidelity Total International Index Fund,,,BlackRock Master Small Cap Index Series,Fidelity Small Cap Stock K6 Fund,Fidelity Stock Selector Small Cap Fund,Fidelity Health Care Central Fund
1290 VT Micro Cap Portfolio,,SPDR Bloomberg Barclays High Yield Bond ETF,,,,,,,,,Fidelity Series Blue Chip Growth Fund,,iShares S&P/TSX 60 Index ETF,Heptagon Fund Plc - Driehaus US Micro Cap Equity Fund,,,,,,,,SPDR S&P International Small Cap ETF,,,,iShares S&P/TSX Small Cap Index ETF,,,,,,,,DFA International Core Equity Portfolio,,Purpose Select Equity Fund,Vanguard U.S. All-Cap Equity Index Pooled Fund,Empire Life Emblem Aggressive Growth Portfolio,,,,,,,Phillips Hager & North Small Float Fund,,,,,,,,,MassMutual Select T Rowe Price Small and Mid Cap Blend Fund,,,,,,,,,,,,,,,,,,,Pharma/wHealth Fund,,,TIAA-CREF Small Cap Blend Index Fund,IA Clarington North American Opportunities Class,BNY Mellon Var. Invt. Fd.-Opportunistic Small Cap Portfolio,T Rowe Price New Horizons Fund
GF Nasdaq Biotechnology Index Fund,,JPMorgan Global Bond Opportunities Fund,,,,,,,,,Fidelity Strategic Advisers Small Mid Cap Fund,,ClearBridge Aggressive Growth Fund,Destinations Small Mid Cap Equity Fund,,,,,,,,Kapital All Opportunities,,,,DFA International Vector Equity Portfolio,,,,,,,,United Financial-Canadian Equity Small Cap Corporate Class,,Manulife Diversified Investment Fund,,Fidelity Small Cap Stock K6 Fund,,,,,,,Signature Select Canadian Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanguard International Small Companies Index Fund,,,iShares Core S&P Total US Stock Market ETF,MD Precision Canadian Balanced Growth Fund,Altshuler Shaham (4D) Flexible,FTIF SICAV - Biotechnology Discovery Fund
Blackstone Alternative Multi Strategy Fund,,Ivy Funds VIP High Income Portfolio,,,,,,,,,Fidelity Small Cap Growth K6 Fund,,SEB Lakemedelsfond,Driehaus Mutual Funds - Micro Cap Growth Fund,,,,,,,,ACEVO Global Healthcare Absolute Return UI,,,,DFA TA World (ex-US) Core Equity Portfolio,,,,,,,,BMO Canadian Small Cap Equity Fund,,SEI Investments - Canadian Small Company Equity Fund,,,,,,,,,Mackenzie Canadian All Cap Balanced Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanguard International Small Companies Index Fund (Hedged),,,Vanguard Russell 2000 Growth Index Trust,SEI Investments - Canadian Small Company Equity Fund,Heptagon Fund Plc - Driehaus US Micro Cap Equity Fund,Biotech Growth Trust Plc (The)
Mirae Asset Tiger NASDAQ Bio ETF,,Nuveen Floating Rate Income Fund,,,,,,,,,iShares S&P/TSX Small Cap Index ETF,,Chou Associates Fund,iShares S&P/TSX Small Cap Index ETF,,,,,,,,DFA TA World (ex-US) Core Equity Portfolio,,,,DFA World (ex-US) Core Equity Portfolio,,,,,,,,BMO Private Canadian Special Equity Portfolio,,Compass Balanced Portfolio,,,,,,,,,Sentry Small/Mid Cap Income Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Zealand Superannuation Fund,,,AXA 2000 Managed Volatility Portfolio,iShares S&P/TSX Small Cap Index ETF,USAA Small Cap Stock Fund,BlackRock Health Sciences Trust II
Vanguard U.S. All-Cap Equity Index Pooled Fund,,JPMorgan Funds - Global Bond Opportunities Fund,,,,,,,,,CREF Stock Account,,T Rowe Price Value Fund,Fidelity Stock Selector Small Cap Fund,,,,,,,,Symmetry Balanced Portfolio,,,,DFA Canadian Vector Equity Fund,,,,,,,,IG Mackenzie Summa SRI Fund,,Compass Balanced Growth Portfolio,,,,,,,,,Mackenzie Canadian Large Cap Dividend & Growth Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDC SICAV - Actions Monde Small Cap - Indexe,,,iShares Russell 2000 Value ETF,Cavalier Fundamental Growth Fund,Vanguard Health Care Index Fund,Nomura Asset World Genome Technology Open Mother Fund
Vanguard Growth & Income Fund,,Nuveen Floating Rate Income Opportunity Fund,,,,,,,,,BankInvest USA Small Cap Aktier,,Worldwide Healthcare Trust Plc,Fidelity Nasdaq Composite Index Fund,,,,,,,,DFA International Sustainability Core 1 Portfolio,,,,Acadian Global Small Cap Equity CIT Fund,,,,,,,,GWL Mid Cap Canada Fund 8.02G,,AMG Yacktman Special Opportunities Fund,,,,,,,,,Franklin Bissett Small Cap Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBS (CH) Inst. Fund - Equities Global Small Cap Passive II,,,Vanguard Russell 2000 Index Fund,Purpose Canadian Equity Growth Fund,Destinations Small Mid Cap Equity Fund,BNP Paribas Funds - US Small Cap
,,Principal Investors - Diversified Real Asset Fund,,,,,,,,,Arctic Funds Plc - Aurora LifeScience,,BMO Canadian Equity Fund,Driehaus Mutual Funds - Event Driven Fund,,,,,,,,KP International Equity Fund,,,,SPDR S&P International Small Cap ETF,,,,,,,,IG Mackenzie Quebec Enterprise Fund,,Compass Conservative Balanced Portfolio,,,,,,,,,CIBC Canadian Equity Value Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swisscanto (CH) Index Fund II - Equity Small cap World (ex-CH),,,Lincoln VIP - SSgA Small Cap Index Fund,MainStay VP - MacKay Small Cap Core Portfolio,Xtrackers - MSCI Emerging Markets Swap UCITS ETF,USAA Science & Technology Fund
,,Quilter Invs. OEIC - Bond 3 Fund,,,,,,,,,Invesco Markets Plc - NASDAQ Biotech UCITS ETF,,Bruce Fund,VALIC Company I - Health Sciences Fund,,,,,,,,DFA World (ex-US) Core Equity Portfolio,,,,TD Canadian Index Fund,,,,,,,,Fidelity Monthly Income Fund,,Marquis Institutional Canadian Equity Portfolio,,,,,,,,,Manulife Dividend Income Private Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,L&G ICAV - Global Small Cap Equity Index Fund,,,CREF Stock Account,Voya Multi Manager International Small Cap Fund,Altshuler Shaham Protected Global Equity,Fidelity Stock Selector All Cap Fund
,,JPMorgan Global Allocation Fund,,,,,,,,,iShares Tr. - Core MSCI Total International Stock ETF,,Thrivent Mid Cap Stock Fund,CI First Asset Morningstar National Bank Quebec Index ETF,,,,,,,,Symmetry Moderate Growth Portfolio,,,,John Hancock II - International Small Company Fund,,,,,,,,iShares Core S&P/TSX Capped Composite Index ETF,,Compass Growth Portfolio,,,,,,,,,NBI Quebec Growth Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swisscanto (CH) IPF I - Index Eq. Fd. Small Cap World (ex-CH),,,Fidelity Series Total Market Index Fund,Fidelity Series Intrinsic Opportunities Fund,BNY Mellon Small/Mid Cap Multi Strategy Fund,Fidelity Series Small Cap Opportunities Fund
,,Putnam High Yield Fund,,,,,,,,,ESPA Stock Biotec,,Fidelity Canadian Disciplined Equity Fund,CSIF World (ex-CH) Small Cap Index - Pension Fund,,,,,,,,DFA Canadian Vector Equity Fund,,,,DFA International Social Core Equity Portfolio,,,,,,,,Select Canadian Equity Managed Fund,,CSIF World (ex-CH) Small Cap Index - Pension Fund,,,,,,,,,AGF Canadian Growth Equity Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,AllianceBernstein Fund - Dynamic All Market Portfolio,,,RIM Global - Bioscience,MainStay MacKay Small Cap Core Fund,Fidelity Nasdaq Composite Index Fund,Wells Fargo Discovery Fund
,,American Funds Insurance Series - Capital World Bond Fund,,,,,,,,,Fidelity Nasdaq Composite Index Fund,,Hartford International Opportunities Fund,John Hancock VIT - Health Sciences Trust,,,,,,,,John Hancock II - International Small Company Fund,,,,Brighthouse/Dimensional International Small Company Portfolio,,,,,,,,CI Canadian Small/Mid Cap Fund,,Acadian Global Small Cap Equity CIT Fund,,,,,,,,,Pembroke Canadian Growth Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,GKB (CH) - Vorsorgefonds 45,,,Vanguard Russell 2000 Growth Index Fund,Imperial Canadian Equity Pool,SPDR S&P International Small Cap ETF,Matthews Asia Growth Fund
,,Mackenzie Corporate Bond Fund,,,,,,,,,Tekla Healthcare Investors,,CI First Asset Morningstar Canada Momentum Index ETF,CSIF Umbrella - World (ex-CH) Small Cap Index Blue,,,,,,,,Brighthouse/Dimensional International Small Company Portfolio,,,,BlackRock Strategic Fds. - Americas Diversified Eq. Abs. Ret.,,,,,,,,DFA Canadian Core Equity Fund,,CSIF Umbrella - World (ex-CH) Small Cap Index Blue,,,,,,,,,Renaissance Canadian Growth Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,GKB (CH) - Vorsorgefonds 25,,,AXA/AB Small Cap Growth Portfolio,Russell Comm. Contl. Fd. - Old Mutual Multi Style Glb. Eq.,Northern Small Cap Core Fund,Wells Fargo Small Company Growth Portfolio
,,Nuveen Symphony Floating Rate Income Fund,,,,,,,,,Lord Abbett Micro Cap Growth Fund,,iShares Core S&P/TSX Capped Composite Index ETF,John Hancock II - Health Sciences Fund,,,,,,,,WBS Huenicke Multi Asset Strategy,,,,New Zealand Superannuation Fund,,,,,,,,MD Equity Fund,,Compass Maximum Growth Portfolio,,,,,,,,,BMO Enterprise Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwab Total Stock Market Index Fund,Mandarine Funds - Global Micro Cap,Altshuler Shaham Options Fund,BNP Paribas Funds - US Growth
,,PIMCO Fds. Glb. Invt. Series Plc - US High Yield Bond Fund,,,,,,,,,Alger Funds - Health Sciences Fund,,Thrivent Variable Product - Mid Cap Stock Portfolio,EQ/T Rowe Price Health Sciences Portfolio,,,,,,,,AMG Managers Emerging Opportunities Fund,,,,DFA Variable - International Small Portfolio,,,,,,,,TD Emerald Canadian Equity Index Fund,,John Hancock II - International Small Company Fund,,,,,,,,,Invesco S&P/TSX Composite Low Volatility Index ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vifag 2002, SICAV",SPDR S&P International Small Cap ETF,CSIF World (ex-CH) Small Cap Index - Pension Fund,Fidelity Strategic Advisers US Total Stock Fund
,,Nuveen Senior Income Fund,,,,,,,,,Fidelity Blue Chip Growth K6 Fund,,Stichting Pensioenfonds ABP (Global Equity Portfolio),KLP Aksjeglobal Small Cap Indeks I,,,,,,,,DFA International Social Core Equity Portfolio,,,,Dimensional Funds Plc - Global Core Equity Fund,,,,,,,,DFA International Small Cap Value Portfolio,,DFA International Small Cap Growth Portfolio,,,,,,,,,HSBC Small Cap Growth Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern Small Cap Index Fund,CSIF World (ex-CH) Small Cap Index - Pension Fund,Kinetics Medical Portfolio,Fidelity VIP - Health Care Portfolio
,,Ivy Funds - High Income Opportunities Fund,,,,,,,,,Vanguard Total International Stock Index Fund,,JPMorgan BetaBuilders Canada ETF,Series Portfolios Trust - Weiss Alternative Balanced Risk Fund,,,,,,,,DFA International Vector Equity Portfolio,,,,"Maverick Fund, FI",,,,,,,,BMO S&P/TSX Capped Composite Index ETF,,DFA International Sustainability Core 1 Portfolio,,,,,,,,,Stone Dividend Growth Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fidelity Nasdaq Composite Index Fund,Wilshire Mutual Funds - International Equity Fund,Acuitas US Micro Cap Fund,BNP Paribas Funds - Health Care Innovators
,,Putnam Multi Asset Absolute Return Fund,,,,,,,,,Protea Fund - Crawford Lake US Equities,,DFA International Core Equity Portfolio,"Pentathlon, FI",,,,,,,,Symmetry Conservative Portfolio,,,,Dimensional Funds Plc - World Equity Fund,,,,,,,,Royce Micro Cap Trust,,DFA World (ex-US) Core Equity Portfolio,,,,,,,,,Fidelity Inv. Trust - Series Canada Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iShares Russell 3000 ETF,KLP Aksjeglobal Small Cap Indeks I,BNY Mellon Small Cap Growth Fund,Fidelity Global Innovators Currency Neutral Class
,,Ivy Funds - Apollo Strategic Income Fund,,,,,,,,,1290 VT Micro Cap Portfolio,,American Funds Fundamental Investors,,,,,,,,,DFA International Small Cap Growth Portfolio,,,,BlackRock IFS - iShares Wo. (ex-Switzerland) Sm.Ca.Eq.In. (CH),,,,,,,,North American Mid Cap Fund (GWLIM),,Avantis International Small Cap Value ETF,,,,,,,,,IG Mackenzie Canadian Small/Mid Cap Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIAA-CREF Equity Index Fund,Janus Long Term Care ETF (The),CSIF Umbrella - World (ex-CH) Small Cap Index Blue,Fidelity Advisor Series I -Growth Opportunities Fund
,,JPMorgan Fund ICVC - Multi-Asset Income Fund,,,,,,,,,Vanguard Investment Series Plc - Global Small Cap Index Fund,,Fidelity Capital & Income Fund,,,,,,,,,"Iceberg Asset Management, SICAV",,,,Allianz VIP Trust - AZL DFA International Core Equity Fund,,,,,,,,DFA Canadian Vector Equity Fund,,KP International Equity Fund,,,,,,,,,Signature Select Canadian Corporate Class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VALIC Company I - Small Cap Index Fund,TD Canadian Equity Index ETF,DFA US Core Equity 1 Portfolio,ALPS Medical Breakthroughs ETF
